customer_dim_id,customer_id,customer_first_name,customer_last_name,customer_type,customer_store_state,customer_store_city,customer_store_street,customer_store_zipcode,customer_store_latitude,customer_store_longitude
244,246,Mary,Wood,Consumer,Illinois,Oak Lawn,9768 Noble Horse Heights,60453,41.7143250,-87.7916946
245,247,Angela,Smith,Consumer,Puerto Rico,Caguas,7798 Lost Front,00725,18.3590183,-66.0781250
246,248,Christina,Walsh,Corporate,Texas,Houston,3836 Stony Point,77083,26.1981812,-98.2485504
247,249,Mary,Randolph,Consumer,Oregon,Portland,6026 Stony Elk Hill,97206,44.0787773,-12.1069355
248,250,Julie,Smith,Consumer,Puerto Rico,Caguas,4297 Quiet Shadow Quay,00725,18.2475853,-66.0252533
249,251,Kelly,Adams,Corporate,Minnesota,Saint Paul,5647 Indian Embers Key,55112,44.9398079,-93.1320572
250,252,Mary,Frazier,Corporate,Texas,Richardson,7126 Shady Bluff Promenade,75080,32.9497032,-96.7695999
251,253,Nancy,Smith,Consumer,Puerto Rico,Caguas,8344 Colonial Maze,00725,18.3590050,-66.0781479
252,254,Diana,Hale,Consumer,Texas,San Antonio,5950 Silver Elk Ledge,78223,31.0978718,-99.8087769
253,255,Mary,Smith,Corporate,Puerto Rico,Caguas,68 Foggy Timber Walk,00725,18.2208977,-66.0035782
254,256,David,Rodriguez,Consumer,Illinois,Chicago,7605 Tawny Horse Falls,60625,41.8327217,-87.9804840
255,257,Mary,Harrison,Consumer,Puerto Rico,Humacao,9135 Green Island Moor,00791,18.1590271,-65.9003067
256,258,Aaron,Kennedy,Corporate,Pennsylvania,Philadelphia,8830 Honey Fawn Bend,19131,40.0252495,-75.9509125
257,259,Mary,Bates,Consumer,Puerto Rico,Caguas,382 Rocky Pond By-pass,00725,18.3593941,-66.0775147
258,260,Kenneth,Smith,Corporate,California,North Hollywood,7000 Rocky Pond End,91605,34.2168541,-118.3899841
259,261,Mary,Parker,Corporate,California,Cerritos,6470 Round Pioneer Extension,90703,33.8655930,-118.0953369
260,262,Mary,Morgan,Home Office,Illinois,Chicago,8352 Pleasant Rise Valley,60621,41.8188858,-87.8151398
261,263,Margaret,Bradley,Consumer,Puerto Rico,Caguas,7509 Harvest Highlands,00725,18.2241345,-66.0471344
262,264,Mary,Smith,Corporate,California,Goleta,7213 Cozy Quay,93117,34.4523773,-119.8407822
263,265,Michelle,Solis,Home Office,Iowa,Dubuque,3440 Emerald Knoll,52001,42.5295143,-90.6860886
264,266,Mary,Knapp,Corporate,Puerto Rico,Caguas,8460 Dewy Nook,00725,18.2275715,-66.0436173
265,267,Richard,Smith,Consumer,Ohio,Columbus,7601 Blue Gate,43229,39.9356346,-83.7698898
266,268,Mary,Miller,Home Office,Puerto Rico,Caguas,2486 Broad Walk,00725,18.2909470,-66.0457687
267,269,Jeffrey,Simon,Consumer,Illinois,Chicago,4813 Red Wagon  Farms,60609,41.8949928,-87.7486343
268,270,Janet,Smith,Consumer,Puerto Rico,Caguas,3392 Indian Glen,00725,18.3589974,-66.0780258
269,271,Justin,White,Corporate,California,Fremont,4906 Umber Lookout,94538,37.6414375,-121.8764877
270,272,Mary,Long,Corporate,Puerto Rico,Caguas,4063 Little Creek Court,00725,18.3590107,-66.0781708
271,273,Benjamin,Smith,Corporate,New York,Jamaica,8950 Thunder Fawn Farm,11435,40.7273331,-73.7457581
272,274,Mary,Moyer,Consumer,Texas,San Antonio,5120 Indian Pine Passage,78240,29.4741306,-98.4646378
273,275,Robert,Smith,Consumer,Puerto Rico,Caguas,9598 Iron Park,00725,18.2238045,-66.0472183
274,276,Christina,Wright,Corporate,California,West Covina,4581 Emerald Gate Park,91790,34.0663185,-117.8853378
275,277,Roger,Hunt,Corporate,Puerto Rico,Caguas,2060 Cotton Quail Heights,00725,18.2765884,-66.0354767
276,278,Mary,Graves,Consumer,New York,Brooklyn,6391 Sleepy Gardens,11214,32.7172813,-117.0256500
277,279,Anna,Smith,Consumer,Puerto Rico,Bayamon,7373 Shady Island,00957,18.3592033,-66.0765839
278,280,Mary,Ortiz,Corporate,Puerto Rico,Caguas,4929 Red Road,00725,18.3590508,-66.0781555
279,281,Stephanie,Smith,Corporate,Puerto Rico,Juana Diaz,5779 Quiet Brook Pines,00795,18.0476742,-66.5517654
280,282,Zachary,Pugh,Home Office,Puerto Rico,Caguas,1208 Cotton Bluff Carrefour,00725,18.0253849,-66.6131439
281,283,Mary,Smith,Consumer,California,Wilmington,9765 Quaking Turnabout,90744,33.8447533,-118.2369156
282,284,John,Harrington,Consumer,Puerto Rico,Caguas,8172 Gentle Elk Beach,00725,18.3590241,-66.0781479
283,285,Shirley,Smith,Consumer,California,Lancaster,7595 Rocky Island Trail,93535,34.6980438,-118.1030502
284,286,Mary,Baker,Corporate,California,Santa Cruz,1795 Dusty Hills Village,95060,37.2176285,-121.9902420
285,287,Andrew,Salazar,Consumer,Puerto Rico,Caguas,3939 Easy Fawn Nook,00725,18.3590107,-66.0781555
286,288,Judith,Smith,Consumer,Puerto Rico,San Juan,3257 Sleepy View Downs,00921,18.3917980,-66.1052933
287,289,Diana,Richards,Corporate,New Jersey,Morristown,3593 Easy Embers Field,07960,40.8011932,-74.4856110
288,290,Mary,Garza,Consumer,Puerto Rico,Caguas,1893 Shady Path,00725,18.2240830,-66.0471039
289,291,John,Smith,Corporate,Connecticut,Bristol,97 Burning Landing,06010,41.6299591,-72.9671555
290,292,Mary,Estrada,Home Office,Ohio,Columbus,599 Stony Pike,43207,35.8126450,-81.3949051
291,293,Christopher,Prince,Corporate,Puerto Rico,Caguas,1974 Stony Wharf,00725,18.2765770,-66.0358810
292,294,Mary,Smith,Consumer,Delaware,Newark,6030 Clear Log Close,19711,38.9357071,-77.0793533
293,295,Julie,Tanner,Home Office,Puerto Rico,Caguas,8172 Gentle Elk Beach,00725,18.3512936,-65.9631195
294,296,Mary,Mullen,Corporate,Michigan,Detroit,7370 Sleepy Way,48213,42.3205452,-83.0882340
295,297,Catherine,Smith,Corporate,Puerto Rico,Caguas,3176 Colonial Quay,00725,18.3891830,-66.0333557
296,298,Mary,Logan,Corporate,Illinois,Chicago,7694 Umber Terrace,60623,34.4331513,-119.9102707
297,299,Katherine,Smith,Consumer,Michigan,Troy,7658 Blue Bear Extension,48098,42.5423889,-83.1456604
298,300,Mary,Key,Consumer,Texas,Plano,6630 Umber Dale View,75093,33.0400734,-96.8473053
299,301,Arthur,Smith,Home Office,Puerto Rico,Caguas,6956 Misty Anchor Close,00725,18.4349594,-66.3689728
300,302,Mary,Nguyen,Corporate,California,Fullerton,3582 Quiet Cider Lane,92833,33.5818901,-112.2366333
301,303,Thomas,Rowe,Consumer,Puerto Rico,Caguas,3278 Quiet Hollow,00725,18.2765961,-66.0354538
302,304,Christopher,Smith,Home Office,Connecticut,New Haven,3329 Wishing Lake Cove,06511,41.6299591,-72.9671555
303,305,Mary,Lawrence,Consumer,Puerto Rico,Caguas,1338 Indian Prairie Extension,00725,18.4350643,-66.3688278
304,306,Alan,Boyle,Home Office,Arizona,Phoenix,753 Emerald Pine Glen,85032,33.8647881,-112.1328735
305,307,Mary,Smith,Consumer,Maryland,Baltimore,2409 Burning Boulevard,21206,37.7489815,-121.4085846
306,308,Alan,Berger,Home Office,New York,South Ozone Park,4687 Stony Goose Crossing,11420,40.6771393,-73.8626022
307,309,Phillip,Smith,Corporate,Puerto Rico,Caguas,4651 Dewy Village,00725,18.0252323,-66.6132736
308,310,Mary,Fox,Corporate,Pennsylvania,York,1285 Green Valley,17404,40.1187744,-75.1211548
309,311,Michael,Townsend,Home Office,Texas,Austin,6292 Little Deer Wood,78753,33.0492516,-96.8622513
310,312,Jack,Smith,Consumer,Texas,Houston,2082 Quiet Wynd,77055,29.7173100,-95.6730652
311,313,Mary,Stark,Consumer,Puerto Rico,Caguas,4545 Dewy Apple Concession,00725,18.0253754,-66.6130295
312,314,Maria,Smith,Consumer,Wisconsin,Milwaukee,6611 Colonial Wharf,53215,42.9769516,-87.9780579
313,315,Danielle,Hampton,Home Office,California,Modesto,1846 Cotton Oak Parkway,95350,37.6730309,-121.0322037
314,316,Mary,Smith,Consumer,Puerto Rico,Caguas,5012 Rustic Fawn Circuit,00725,18.3512936,-65.9629822
315,317,Deborah,Salazar,Consumer,New Jersey,Wayne,2703 Silver Goose Lane,07470,29.5555248,-95.7128983
316,318,Samantha,Smith,Consumer,Puerto Rico,Caguas,3927 Rustic Mews,00725,18.3517399,-65.9631882
317,319,Arthur,Brown,Corporate,Illinois,Chicago,9836 Silver Fox Private,60623,41.8949776,-87.7772903
318,320,Mary,Brooks,Consumer,Illinois,Chicago,4063 Little Creek Court,60617,34.6980438,-118.1030502
319,321,David,Smith,Consumer,Michigan,Ann Arbor,2262 Tawny Jetty,48103,32.8139687,-96.7891541
320,322,Barbara,Kemp,Consumer,Puerto Rico,Caguas,4905 Lazy Stead,00725,18.3589935,-66.0781555
321,323,Joshua,Smith,Consumer,New York,New York,3758 Sunny Mall ,10025,40.6175346,-73.9444122
322,324,Jean,Clay,Corporate,California,Pico Rivera,690 Amber Moor,90660,33.7358322,-118.2922211
323,325,Mary,Smith,Corporate,District of Columbia,Washington,275 Round Brook Dell,20019,38.8867569,-77.0153809
324,326,Shirley,Stafford,Consumer,Puerto Rico,Caguas,6007 Velvet Maze,00725,18.3589974,-66.0785675
325,327,Mary,Smith,Consumer,Texas,Carrollton,4864 Velvet Chase,75007,33.0167885,-96.9256668
326,328,William,Morrison,Consumer,Puerto Rico,Caguas,4922 Middle Hills Promenade,00725,18.3590221,-66.0781708
327,329,Samantha,Higgins,Consumer,Florida,Miami,5032 Crystal Rabbit Private,33125,33.3909798,-111.9162750
328,330,Mary,Smith,Corporate,Puerto Rico,Caguas,595 Hidden Parade,00725,18.3590164,-66.0781555
329,331,Alexander,Russell,Home Office,Arizona,Tempe,3304 Heather Pioneer Vista,85281,33.3894501,-111.9099655
330,332,Mary,Smith,Consumer,California,Placentia,8416 Emerald Dale,92870,33.8795166,-117.8717194
331,333,Elizabeth,Ferguson,Consumer,Puerto Rico,Caguas,6847 Broad Orchard,00725,18.3590126,-66.0781326
332,334,Kathleen,Oconnor,Consumer,California,Tracy,6075 Shady Farms,95376,33.2063484,-117.2306900
333,335,Mary,Smith,Consumer,Puerto Rico,Caguas,1082 Rustic Rabbit Street,00725,18.3589916,-66.0781632
334,336,Ruth,Armstrong,Consumer,New York,New York,6146 Dewy Jetty,10029,40.6487999,-73.9486389
335,337,Mary,Neal,Corporate,Connecticut,New Haven,9518 Old Corner,06511,41.6299591,-72.9671555
336,338,Ryan,Smith,Consumer,Puerto Rico,Caguas,5292 Cinder Elk Moor,00725,18.3590126,-66.0781479
337,340,Theresa,Wiggins,Consumer,Texas,Denton,2355 Velvet Hickory Crest,76201,33.0655594,-97.1691742
338,341,Mary,Smith,Consumer,California,Carlsbad,141 Dewy Plaza,92009,33.1035576,-117.2678757
339,342,Jerry,Jackson,Home Office,Puerto Rico,Caguas,2592 Colonial Pointe,00725,18.3590031,-66.0780792
340,343,Douglas,Joseph,Corporate,Texas,San Antonio,7308 Honey Autumn Range,78227,32.8712769,-97.3233185
341,344,Mary,Smith,Consumer,Puerto Rico,Caguas,7274 Middle Wynd,00725,18.3590107,-66.0781784
342,345,John,Howard,Corporate,Illinois,Chicago,5271 Quaking Deer Bend,60638,36.9588814,-122.0326004
343,346,Edward,Stephens,Consumer,Puerto Rico,Caguas,5131 Honey Spring Farm,00725,18.3589325,-66.0781632
344,347,Bryan,Marsh,Home Office,Texas,Dallas,5945 Dusty Falls,75287,33.0537987,-96.8325729
345,348,Mary,Smith,Home Office,Puerto Rico,Caguas,20 Bright Barn Woods,00725,18.2251968,-66.0062027
346,349,Aaron,Berger,Consumer,Missouri,Florissant,2108 Umber Centre,63031,35.5830269,-119.3540421
347,350,Mary,Smith,Consumer,Puerto Rico,Caguas,1799 Cinder Estates,00725,18.2475472,-66.0253143
348,351,John,Singh,Corporate,California,Stockton,7471 Easy Edge,95206,37.9853325,-121.2976837
349,352,Gregory,Smith,Home Office,Puerto Rico,Caguas,6716 Wishing Pioneer Thicket,00725,18.2475662,-66.0252457
350,353,Mary,Smith,Home Office,Texas,San Antonio,2423 Tawny Rabbit Trace,78223,33.0537987,-96.8314743
351,354,Edward,Peterson,Home Office,Puerto Rico,Caguas,1133 Burning Rise Way,00725,18.2475510,-66.0252914
352,355,Katherine,Barker,Consumer,California,Carmichael,6547 Sunny Isle,95608,34.0431786,-118.7794800
353,356,Roger,Smith,Consumer,Maryland,Catonsville,8613 Merry Blossom Canyon,21228,39.2814865,-76.7396088
354,357,Mary,King,Home Office,Puerto Rico,Caguas,23 Old Corners,00725,18.2423630,-66.0240784
355,358,Megan,Lynch,Consumer,Texas,San Antonio,9505 Bright Creek Promenade,78227,32.8707810,-97.3233566
356,359,Mary,Pena,Consumer,Puerto Rico,Caguas,7793 Tawny Willow Ridge,00725,18.2475834,-66.0252533
357,361,Alexander,Shaw,Consumer,Puerto Rico,Caguas,6183 Tawny Elk Concession,00725,18.2475472,-66.0253220
358,362,Mary,Smith,Corporate,California,Diamond Bar,153 Hidden Range,91765,34.0220718,-117.8132401
359,363,Jennifer,Obrien,Consumer,Puerto Rico,Caguas,9847 Wishing Ledge,00725,18.2476158,-66.0252228
360,364,Jason,Mcmahon,Home Office,California,Tulare,6316 Quiet Pines,93274,36.2106705,-119.4041061
361,365,Shirley,Smith,Consumer,California,Garden Grove,1102 Pleasant Maze,92843,33.7640190,-117.9137421
362,366,Larry,Williamson,Corporate,Puerto Rico,Caguas,4293 Amber Pioneer Alley,00725,18.2475567,-66.0252838
363,367,Mary,Smith,Corporate,California,San Francisco,9768 Merry Cloud Court,94109,37.8036079,-122.4244537
364,368,Pamela,Flores,Corporate,Puerto Rico,Caguas,8248 Blue Corners,00725,18.2475777,-66.0252686
365,369,Madison,Sheppard,Corporate,Illinois,Chicago,4152 Round Log Expressway,60624,41.8955536,-87.7327423
366,370,Mary,Smith,Consumer,Puerto Rico,Caguas,6176 Old Grove Village,00725,18.2476177,-66.0252914
367,371,Adam,Marquez,Corporate,Texas,San Antonio,112 Green Fawn Estates,78223,31.1055260,-100.1397324
368,372,Mary,Smith,Home Office,Puerto Rico,Caguas,6779 Rocky Pathway,00725,18.2475491,-66.0252304
369,373,George,Sandoval,Consumer,New Jersey,Union City,7487 Silver Square,07087,40.8011932,-74.4856110
370,374,Mary,Camacho,Home Office,Arizona,Mesa,4062 Rocky Fox Limits,85204,33.4813500,-111.6444626
371,375,Mark,Smith,Home Office,Texas,Dallas,7427 Bright Robin Landing,75220,32.8622894,-96.8973312
372,376,Grace,Sanchez,Home Office,Puerto Rico,Caguas,6468 Fallen Close,00725,18.2475433,-66.0253067
373,377,Mary,Smith,Consumer,California,Lancaster,3293 Golden Forest Orchard,93535,34.6971970,-118.0742645
374,378,John,Stewart,Home Office,Georgia,Roswell,2153 Iron Log Downs,30075,34.0471191,-83.8243256
375,379,David,Briggs,Home Office,Michigan,Wyandotte,3880 Green Edge,48192,42.2028580,-83.1496964
376,380,Linda,Smith,Corporate,Puerto Rico,Caguas,6404 Golden Log Vale,00725,18.2475758,-66.0252914
377,381,Katherine,Moore,Consumer,Ohio,Fairfield,3491 Indian Pony Edge,45014,39.8496285,-82.8068161
378,382,Mary,Lane,Consumer,Puerto Rico,Caguas,7666 High Dale Bank,00725,18.2475205,-66.0252686
379,383,Evelyn,Smith,Corporate,California,Huntington Beach,8898 Shady Private,92646,29.5553627,-98.5673523
380,384,Mildred,Cunningham,Consumer,Nevada,Las Vegas,8059 Old Fawn Woods,89119,36.0791740,-115.1825180
381,385,Mary,Smith,Consumer,Puerto Rico,Caguas,8864 Silver Highlands,00725,18.2475338,-66.0253067
382,386,Janet,Wallace,Consumer,Texas,Richmond,40 Gentle Zephyr Moor,77469,29.5873222,-95.7803803
383,387,Mary,Levy,Consumer,Puerto Rico,Caguas,9460 Hidden Landing,00725,18.2475109,-66.0252380
384,388,Robert,Smith,Consumer,California,Los Angeles,3538 Umber Robin Manor,90046,33.9317398,-118.4061966
385,389,Angela,Sanford,Consumer,California,Modesto,1870 Crystal Blossom Towers,95351,37.6105766,-120.9726334
386,390,Mary,Smith,Home Office,Puerto Rico,Caguas,4813 Red Wagon  Farms,00725,18.2475948,-66.0252304
387,391,Gloria,Greene,Consumer,Michigan,Saginaw,6229 Heather Butterfly Pathway,48601,43.4969711,-83.9485779
388,392,Beverly,Hanson,Consumer,Pennsylvania,Doylestown,4601 Golden Anchor Valley,18901,33.8655930,-118.0953445
389,393,Mary,Chambers,Corporate,Puerto Rico,Caguas,577 Old Branch Jetty,00725,18.2475777,-66.0252609
390,394,David,Smith,Consumer,Ohio,Lakewood,1449 Red Cove,44107,41.4828682,-81.7782669
391,395,Edward,Castro,Home Office,Massachusetts,Revere,9918 Rustic Park,02151,42.4184837,-71.0003204
392,396,Deborah,Smith,Consumer,Texas,Richmond,7388 Dusty Fox Acres,77469,31.8964710,-106.4288101
393,397,Mary,Delgado,Consumer,Maryland,Cumberland,1102 Misty Rabbit Alley,21502,39.6300354,-78.7431946
394,398,Teresa,Smith,Corporate,Puerto Rico,Caguas,8632 Bright Route,00725,18.2475472,-66.0253449
395,399,Mary,Perez,Consumer,Nevada,Las Vegas,6538 Quaking Subdivision,89103,36.1131935,-115.1833191
396,400,Matthew,Vaughan,Corporate,Puerto Rico,Caguas,7538 High Heights,00725,18.2476006,-66.0252762
397,401,Bobby,Smith,Consumer,Colorado,Aurora,6121 Silent Street,80012,39.6843948,-104.8529205
398,402,Mary,Brooks,Consumer,Puerto Rico,Caguas,4958 Heather Panda Bank,00725,18.2475967,-66.0252686
399,403,Nancy,Fox,Consumer,Nevada,Las Vegas,9 Silver View,89117,36.0145149,-115.1315384
400,404,Mary,Adkins,Consumer,Puerto Rico,Caguas,379 Honey Maze,00725,18.2275829,-66.0435562
401,405,Kathleen,Smith,Corporate,Florida,Fort Lauderdale,7349 Silent Isle,33313,25.7282028,-80.2578659
402,406,Grace,Patel,Corporate,North Carolina,Asheboro,2456 Bright Farms,27203,35.7007179,-79.8105621
403,407,Mary,Fischer,Consumer,Georgia,Atlanta,3064 Colonial Cove,30331,33.6811028,-84.4937897
404,408,Elizabeth,Raymond,Consumer,Puerto Rico,Caguas,7894 Colonial Knoll,00725,18.2275963,-66.0435638
405,409,Kevin,Smith,Consumer,North Carolina,Greensboro,7370 Sleepy Way,27406,36.0331345,-79.7969360
406,410,Jack,Moore,Consumer,Puerto Rico,Caguas,8373 Round Timber Wharf,00725,18.2275944,-66.0435867
407,411,Mary,Smith,Consumer,District of Columbia,Washington,2000 Stony Abbey,20009,38.8868752,-77.0832367
408,412,Cynthia,Crawford,Home Office,Puerto Rico,Caguas,5193 Crystal Anchor Path,00725,18.2275715,-66.0435715
409,413,Mary,Gordon,Corporate,Maryland,Potomac,6121 Silent Street,20854,39.1014252,-77.2385025
410,415,Mary,Allen,Corporate,California,San Diego,3983 Golden By-pass,92113,32.7198753,-117.1397247
411,416,Rachel,Dunn,Consumer,Puerto Rico,Caguas,3913 Old Link,00725,18.2237053,-66.0472031
412,417,Teresa,Smith,Corporate,New York,New York,1690 Dusty Mount,10024,40.6531220,-73.9602814
413,418,Mary,Jackson,Consumer,California,Gardena,1809 Misty Pine Pines,90247,33.1178474,-96.8310394
414,419,James,Smith,Consumer,Puerto Rico,Caguas,6076 Sleepy Manor,00725,18.2275829,-66.0435486
415,420,Jose,Wright,Consumer,Texas,Round Rock,5674 Merry Nectar Pines,78664,30.4821701,-97.6755676
416,421,Mary,Smith,Consumer,California,San Ramon,7360 Dewy Island Bank,94583,37.7779694,-121.9719162
417,422,Deborah,Moore,Consumer,Puerto Rico,Caguas,2538 Rustic Zephyr Village,00725,18.2276135,-66.0435638
418,423,Mary,Weber,Consumer,California,Huntington Beach,3305 Foggy Vale,92646,33.6843453,-117.9852600
419,424,Stephen,Douglas,Consumer,Pennsylvania,Carlisle,1111 Cotton Vista,17013,40.2180290,-77.1828537
420,425,Mary,Sexton,Consumer,Puerto Rico,Caguas,7814 Old Glen,00725,18.2276020,-66.0435715
421,426,Susan,Smith,Home Office,New York,Endicott,57 High Villas,13760,41.1526299,-73.9487534
422,427,Paul,Brown,Corporate,Puerto Rico,Caguas,9167 Lost End,00725,18.2275887,-66.0435410
423,428,Andrew,Smith,Consumer,California,Spring Valley,7016 Grand Link,91977,33.0168648,-117.9625473
424,429,Mary,Salazar,Consumer,Puerto Rico,Caguas,7422 Heather Heath,00725,18.2275715,-66.0435791
425,430,Mary,Smith,Consumer,California,Porterville,3482 Indian Pony Towers,93257,36.0535164,-119.0251923
426,431,Michael,Vance,Consumer,Ohio,Columbus,1102 Pleasant Maze,43207,41.4466438,-82.7078400
427,432,Bruce,Mcconnell,Consumer,Puerto Rico,Caguas,8665 Hidden Sky Concession,00725,18.2241116,-66.0470810
428,433,Mary,Smith,Corporate,Nevada,Las Vegas,6292 Wishing Branch Via,89115,36.0001946,-115.2961807
429,434,Michael,Torres,Consumer,Puerto Rico,Caguas,3403 Gentle Road,00725,18.2240849,-66.0471268
430,435,Joan,Barr,Consumer,Illinois,Chicago,3237 Fallen Panda Isle,60628,41.8955307,-87.7103348
431,436,Mary,Smith,Corporate,Florida,Tampa,6564 Amber Branch Highlands,33614,28.0075092,82.4619980
432,437,Cynthia,Benjamin,Consumer,Puerto Rico,Caguas,2721 Dewy Panda Manor,00725,18.2241478,-66.0471344
433,438,Diane,Smith,Consumer,California,Carlsbad,8237 Cozy Hickory Line,92009,30.0430679,-95.3419571
434,439,Rose,Delgado,Consumer,Puerto Rico,Caguas,8620 Silent Alley,00725,18.2275963,-66.0435562
435,440,Mary,Skinner,Consumer,New York,Brooklyn,2934 Merry Impasse,11203,33.7274513,-117.7688828
436,441,Aaron,Riddle,Home Office,New York,Brooklyn,3043 Lost Cider Avenue,11213,40.6268044,-73.9434662
437,442,Mary,Smith,Consumer,Pennsylvania,Allentown,6779 Iron Woods,18103,40.6034927,-75.4724350
438,443,Barbara,Robinson,Corporate,Puerto Rico,Caguas,8421 Sunny Butterfly Trace,00725,18.2275810,-66.0435791
439,444,Walter,Lambert,Corporate,California,Sunnyvale,2638 Blue Rise Hollow,94086,37.3727799,-122.0325623
440,445,Mary,Smith,Corporate,Maryland,Fort Washington,3422 Hazy Timber Pointe,20744,42.3069191,-88.8275528
441,446,Scott,Harris,Corporate,California,Mission Viejo,3151 Sleepy Quail Promenade,92691,33.5581017,-117.6714554
442,447,Mary,Nelson,Consumer,Puerto Rico,Caguas,6316 Wishing Rise,00725,18.2240524,-66.0471115
443,448,Hannah,Joseph,Consumer,California,Modesto,9403 Amber Key,95351,37.6902313,-121.0020142
444,449,Mary,Smith,Consumer,Ohio,Columbus,4647 Umber View Farms,43228,39.9385948,-83.7475662
445,450,Kathryn,Carter,Home Office,Puerto Rico,Caguas,7130 Cotton Avenue,00725,18.2275944,-66.0435638
446,451,Mary,Baldwin,Consumer,North Carolina,Asheboro,9843 Grand Circle,27203,33.4812088,-111.6446762
447,452,Carl,Smith,Home Office,Puerto Rico,Caguas,65 Silent Inlet,00725,18.2226772,-66.0041046
448,453,Mary,Glenn,Corporate,South Carolina,Lancaster,516 Cozy Fawn Valley,29720,34.7792397,-80.8623962
449,454,Robert,Fitzpatrick,Consumer,Puerto Rico,Caguas,8559 High Elk Via,00725,18.2474670,-66.0253143
450,455,Jeffrey,Smith,Consumer,Colorado,Colorado Springs,1792 Thunder Pines,80918,38.8494263,-104.9264526
451,456,Douglas,Turner,Consumer,Puerto Rico,Caguas,3236 Emerald Impasse,00725,18.2475281,-66.0253372
